match_id,home_team,away_team,home_odds,draw_odds,away_odds,league,bookmaker,timestamp
234,Brighton & Hove Albion,AFC Bournemouth,2.01,3.75,3.45,Premier League,BetPawa,2026-01-19 22:54:05.021120
235,Estrela Amadora,Estoril Praia,2.55,3.15,2.8,Liga Portugal,BetPawa,2026-01-19 22:54:05.022117
236,FC Kairat Almaty,Club Brugge,4.7,4.4,1.63,UEFA Champions League,BetPawa,2026-01-19 22:54:05.022117
237,Bodoe/Glimt,Manchester City,6.5,5.5,1.41,UEFA Champions League,BetPawa,2026-01-19 22:54:05.022117
238,Olympiacos Piraeus,Bayer Leverkusen,2.5,3.45,2.75,UEFA Champions League,BetPawa,2026-01-19 22:54:05.023116
239,Inter Milano,Arsenal FC,2.65,3.35,2.65,UEFA Champions League,BetPawa,2026-01-19 22:54:05.023787
240,Real Madrid,AS Monaco,1.27,6.25,9.5,UEFA Champions League,BetPawa,2026-01-19 22:54:05.023787
241,FC Copenhagen,SSC Napoli,4.1,3.65,1.87,UEFA Champions League,BetPawa,2026-01-19 22:54:05.029786
242,Sporting CP,Paris Saint-Germain,4.1,4.0,1.79,UEFA Champions League,BetPawa,2026-01-19 22:54:05.031789
243,Tottenham Hotspur,Borussia Dortmund,2.22,3.55,3.15,UEFA Champions League,BetPawa,2026-01-19 22:54:05.033785
244,Villarreal CF,Ajax Amsterdam,1.59,4.5,5.0,UEFA Champions League,BetPawa,2026-01-19 22:54:05.034778
245,Qarabag FK,Eintracht Frankfurt,3.1,3.65,2.21,UEFA Champions League,BetPawa,2026-01-19 22:54:05.034778
246,Galatasaray Istanbul,Atletico Madrid,3.3,3.95,2.02,UEFA Champions League,BetPawa,2026-01-19 22:54:05.035773
247,Bayern Munich,Union Saint-Gilloise,1.13,9.5,17.0,UEFA Champions League,BetPawa,2026-01-19 22:54:05.036772
248,Newcastle United,PSV Eindhoven,1.46,5.0,6.0,UEFA Champions League,BetPawa,2026-01-19 22:54:05.037772
249,Chelsea FC,Pafos FC,1.16,7.75,15.0,UEFA Champions League,BetPawa,2026-01-19 22:54:05.037772
250,Olympique Marseille,Liverpool FC,3.8,3.9,1.88,UEFA Champions League,BetPawa,2026-01-19 22:54:05.038768
251,Atalanta BC,Athletic Bilbao,1.85,3.55,4.3,UEFA Champions League,BetPawa,2026-01-19 22:54:05.039884
252,Juventus Turin,SL Benfica,1.92,3.5,4.1,UEFA Champions League,BetPawa,2026-01-19 22:54:05.039884
253,Slavia Prague,FC Barcelona,6.5,5.5,1.41,UEFA Champions League,BetPawa,2026-01-19 22:54:05.039884
254,SC Freiburg,Maccabi Tel Aviv FC,1.19,7.25,14.0,UEFA Europa League,BetPawa,2026-01-19 22:54:05.045146
255,Malmo FF,FK Crvena Zvezda Belgrade,3.35,3.5,2.13,UEFA Europa League,BetPawa,2026-01-19 22:54:05.046144
256,FC Viktoria Plzen,FC Porto,3.3,3.5,2.16,UEFA Europa League,BetPawa,2026-01-19 22:54:05.046144
257,Young Boys Bern,Olympique Lyon,4.1,3.9,1.82,UEFA Europa League,BetPawa,2026-01-19 22:54:05.047142
258,Feyenoord Rotterdam,SK Sturm Graz,1.42,5.0,6.75,UEFA Europa League,BetPawa,2026-01-19 22:54:05.047142
259,SK Brann,FC Midtjylland,3.0,3.65,2.25,UEFA Europa League,BetPawa,2026-01-19 22:54:05.048142
260,PAOK Thessaloniki,Real Betis Seville,2.7,3.55,2.5,UEFA Europa League,BetPawa,2026-01-19 22:54:05.048142
261,Bologna FC,Celtic Glasgow,1.55,4.3,5.75,UEFA Europa League,BetPawa,2026-01-19 22:54:05.049135
262,Fenerbahce Istanbul,Aston Villa,2.7,3.5,2.55,UEFA Europa League,BetPawa,2026-01-19 22:54:05.049135
263,SC Braga,Nottingham Forest,2.75,3.45,2.5,UEFA Europa League,BetPawa,2026-01-19 22:54:05.050138
264,AS Roma,VfB Stuttgart,1.94,3.65,3.8,UEFA Europa League,BetPawa,2026-01-19 22:54:05.050138
265,FC Utrecht,KRC Genk,2.7,3.55,2.5,UEFA Europa League,BetPawa,2026-01-19 22:54:05.051133
266,RC Celta de Vigo,Lille OSC,2.4,3.55,2.85,UEFA Europa League,BetPawa,2026-01-19 22:54:05.051133
267,GNK Dinamo Zagreb,Fotbal Club FCSB,1.67,3.95,5.0,UEFA Europa League,BetPawa,2026-01-19 22:54:05.052130
268,OGC Nice,Go Ahead Eagles,1.61,4.2,5.25,UEFA Europa League,BetPawa,2026-01-19 22:54:05.052130
269,Ferencvarosi Budapest,Panathinaikos Athens,2.3,3.5,3.05,UEFA Europa League,BetPawa,2026-01-19 22:54:05.052130
270,Glasgow Rangers,PFC Ludogorets 1945 Razgrad,1.82,3.8,4.2,UEFA Europa League,BetPawa,2026-01-19 22:54:05.053128
271,CA Aldosivi,Defensa y Justicia,2.7,2.8,3.1,Liga Profesional,BetPawa,2026-01-19 22:54:05.053128
272,FC Salzburg,FC Basel 1893,2.3,3.75,2.85,UEFA Europa League,BetPawa,2026-01-19 22:54:05.053128
273,CA Banfield,CA Huracan,2.55,2.8,3.35,Liga Profesional,BetPawa,2026-01-19 22:54:05.054126
274,Union de Santa Fe,CA Platense,2.11,2.75,4.7,Liga Profesional,BetPawa,2026-01-19 22:54:05.054126
275,CA Central Cordoba SE,Gimnasia y Esgrima Mendoza,2.12,3.05,3.95,Liga Profesional,BetPawa,2026-01-19 22:54:05.055125
276,Instituto AC Cordoba,Velez Sarsfield,2.65,2.85,3.15,Liga Profesional,BetPawa,2026-01-19 22:54:05.055125
277,AJ Auxerre,Paris Saint-Germain,8.25,5.5,1.33,Ligue 1,BetPawa,2026-01-19 22:54:05.056125
278,CA San Lorenzo de Almagro,CA Lanus,2.45,2.75,3.6,Liga Profesional,BetPawa,2026-01-19 22:54:05.057137
279,CA Independiente Avellaneda,Estudiantes de La Plata,2.23,2.85,4.0,Liga Profesional,BetPawa,2026-01-19 22:54:05.058129
280,Independiente Rivadavia,Atletico Tucuman,2.23,3.05,3.65,Liga Profesional,BetPawa,2026-01-19 22:54:05.062119
281,CA Talleres de Cordoba,Newell's Old Boys,1.85,3.3,4.8,Liga Profesional,BetPawa,2026-01-19 22:54:05.063119
282,Stade Rennais FC,FC Lorient,1.76,3.75,4.6,Ligue 1,BetPawa,2026-01-19 22:54:05.063119
283,Le Havre AC,AS Monaco,3.6,3.75,1.98,Ligue 1,BetPawa,2026-01-19 22:54:05.064113
284,CA Barracas Central,CA River Plate (ARG),4.7,3.15,1.92,Liga Profesional,BetPawa,2026-01-19 22:54:05.064113
285,Olympique Marseille,RC Lens,2.02,3.65,3.55,Ligue 1,BetPawa,2026-01-19 22:54:05.065113
286,Gimnasia y Esgrima La Plata,Racing Club Avellaneda,3.6,2.9,2.35,Liga Profesional,BetPawa,2026-01-19 22:54:05.065113
287,CA Rosario Central,CA Belgrano de Cordoba,1.85,3.15,5.25,Liga Profesional,BetPawa,2026-01-19 22:54:05.066110
288,FC Nantes,OGC Nice,3.2,3.45,2.23,Ligue 1,BetPawa,2026-01-19 22:54:05.066110
289,Stade Brest 29,Toulouse FC,2.85,3.1,2.65,Ligue 1,BetPawa,2026-01-19 22:54:05.066110
290,Paris FC,Angers SCO,1.82,3.5,4.6,Ligue 1,BetPawa,2026-01-19 22:54:05.067108
291,FC Metz,Olympique Lyon,4.7,4.0,1.7,Ligue 1,BetPawa,2026-01-19 22:54:05.067108
292,Lille OSC,Strasbourg Alsace,1.78,3.8,4.4,Ligue 1,BetPawa,2026-01-19 22:54:05.068108
293,Boca Juniors,Deportivo Riestra AFBC,1.57,3.7,7.0,Liga Profesional,BetPawa,2026-01-19 22:54:05.068108
294,CA Tigre,Estudiantes Rio Cuarto,2.08,3.0,4.2,Liga Profesional,BetPawa,2026-01-19 22:54:05.069115
295,Argentinos Juniors,CA Sarmiento Junin,1.55,3.8,7.0,Liga Profesional,BetPawa,2026-01-19 22:54:05.070108
296,Sao Paulo FC SP,CR Flamengo RJ,4.2,3.4,1.92,Brasileiro Serie A,BetPawa,2026-01-19 22:54:05.071109
297,Chapecoense SC,Santos FC SP,3.0,3.2,2.45,Brasileiro Serie A,BetPawa,2026-01-19 22:54:05.072104
298,Atletico Mineiro MG,SE Palmeiras SP,2.9,3.2,2.55,Brasileiro Serie A,BetPawa,2026-01-19 22:54:05.073105
299,EC Vitoria BA,Clube do Remo PA,1.82,3.5,4.6,Brasileiro Serie A,BetPawa,2026-01-19 22:54:05.074107
300,Mirassol FC SP,CR Vasco da Gama RJ,1.83,3.6,4.4,Brasileiro Serie A,BetPawa,2026-01-19 22:54:05.078095
301,Coritiba FC PR,Red Bull Bragantino SP,2.3,3.15,3.3,Brasileiro Serie A,BetPawa,2026-01-19 22:54:05.080090
302,SC Corinthians SP,EC Bahia BA,2.25,3.3,3.3,Brasileiro Serie A,BetPawa,2026-01-19 22:54:05.083087
303,Fluminense FC RJ,Gremio FB Porto Alegrense RS,1.73,3.45,5.5,Brasileiro Serie A,BetPawa,2026-01-19 22:54:05.084083
304,SC Internacional RS,CA Paranaense PR,1.92,3.35,4.3,Brasileiro Serie A,BetPawa,2026-01-19 22:54:05.087084
305,Botafogo FR RJ,Cruzeiro EC MG,2.21,3.2,3.5,Brasileiro Serie A,BetPawa,2026-01-19 22:54:05.088077
306,AGF Aarhus,Odense Boldklub,1.59,4.2,5.5,Superliga,BetPawa,2026-01-19 22:54:05.088077
307,FC Salzburg,FK Austria Wien,1.85,3.75,4.1,Bundesliga,BetPawa,2026-01-19 22:54:05.094071
308,SK Rapid,TSV Hartberg,1.79,3.7,4.5,Bundesliga,BetPawa,2026-01-19 22:54:05.095068
309,LASK Linz,WSG Tirol,1.69,3.85,5.0,Bundesliga,BetPawa,2026-01-19 22:54:05.097069
310,FC Nordsjaelland,Soenderjyske,1.82,3.7,4.3,Superliga,BetPawa,2026-01-19 22:54:05.098063
311,SCR Altach,Blau-Weiss Linz,1.92,3.35,4.3,Bundesliga,BetPawa,2026-01-19 22:54:05.099066
312,Wolfsberger AC,Grazer AK 1902,1.76,3.65,4.8,Bundesliga,BetPawa,2026-01-19 22:54:05.100065
313,FC Midtjylland,FC Copenhagen,1.89,3.8,3.85,Superliga,BetPawa,2026-01-19 22:54:05.100065
314,SK Sturm Graz,SV Ried,1.99,3.5,3.8,Bundesliga,BetPawa,2026-01-19 22:54:05.101062
315,Silkeborg IF,Viborg FF,2.6,3.6,2.6,Superliga,BetPawa,2026-01-19 22:54:05.102061
316,Broendby IF,Randers FC,1.75,3.9,4.5,Superliga,BetPawa,2026-01-19 22:54:05.102061
317,Vejle BK,FC Fredericia,1.82,3.85,4.1,Superliga,BetPawa,2026-01-19 22:54:05.103059
318,FC Copenhagen,Viborg FF,1.45,4.5,7.25,DBU Pokalen,BetPawa,2026-01-19 22:54:05.104058
319,AGF Aarhus,FC Midtjylland,2.35,3.75,2.8,DBU Pokalen,BetPawa,2026-01-19 22:54:05.105057
320,FK Zenit Saint Petersburg,FC Baltika Kaliningrad,1.36,4.6,10.0,Premier League,BetPawa,2026-01-19 22:54:05.105057
321,FC Orenburg,FK Akron Tolyatti,2.4,3.2,3.1,Premier League,BetPawa,2026-01-19 22:54:05.107054
322,FC Dynamo-Makhachkala,FK Rubin Kazan,2.85,2.85,2.85,Premier League,BetPawa,2026-01-19 22:54:05.107054
323,Lokomotiv Moscow,FC Pari Nizhny Novgorod,1.36,4.8,9.5,Premier League,BetPawa,2026-01-19 22:54:05.111046
324,FK Krasnodar,FK Rostov,1.35,4.7,10.0,Premier League,BetPawa,2026-01-19 22:54:05.113046
325,FK Dinamo Moscow,PFK Krylia Sovetov Samara,1.42,4.5,8.0,Premier League,BetPawa,2026-01-19 22:54:05.114038
326,FK Sochi,FK Spartak Moscow,5.5,4.0,1.6,Premier League,BetPawa,2026-01-19 22:54:05.115036
327,RFK Akhmat Grozny,CSKA Moscow,3.2,3.3,2.3,Premier League,BetPawa,2026-01-19 22:54:05.115036
